id	title	author	language	avg_rating	ratings_count	review_count
21716010	Shameless	Rebecca J. Clark		4.06	    113  	      19    
1049551	Vaihinger's Philosophy Of The As If	G.R.S. Mead	English	4.33	    3  	      0    
27220645	Bible Stories Leader's Guide with Service Projects	Anonymous		0.0	    0  	      0    
6526791	From another point of view the woman seems to be resting	Gail Sher		5.0	    1  	      0    
6062435	Old English Coffee Houses	Rodale Press		3.75	    4  	      0    
11689969	Dangerous Friendship	Anne Hampson	English	2.82	    22  	      4    
29400114	How the Poor Live and Horrible London	George R. Sims		0.0	    0  	      0    
30125812	In God's Pocket with the Flap Tucked Down	Jason Young	English	0.0	    0  	      0    
4911443	Educating The Baccalaureate Social Worker	Betty Baer		0.0	    0  	      0    
1104057	World History: Connections To Today	Elisabeth Gaynor Ellis		4.0	    68  	      6    
21752748	Submissives in Love: An Anthology	Meredith Werth		0.0	    0  	      0    
14651599	Poesia Novohispana: Antologia. Tomo I	Antonio Alatorre	Spanish	0.0	    0  	      0    
23506004	Dějiny Ruska 20. století	Andrej Borisovič Zubov	Czech	4.67	    9  	      0    
14607644	Dead Point	Peter Temple	English	3.97	    604  	      53    
33025250	Incandescent Blue: The Alpha Wolf Series	D. Marie Prior	English	0.0	    0  	      0    
22311618	Sexo Elegante: Como Dormir Con Las Mujeres Solteras Mas Bellas	Jonathan De Leon	English	0.0	    0  	      0    
26054083	Andrew Grey's Westerns Bundle	Andrew  Grey	English	4.5	    10  	      0    
29921438	Bob'un Armağanı	James Bowen	Turkish	4.2	    1790  	      232    
30327951	Colloquial Welsh: The Complete Course for Beginners	Gareth King	English	4.33	    3  	      0    
12151102	Deine Seele in mir	Susanna Ernst	German	4.08	    174  	      25    
27107378	William Shakespeare and His Three Friends: Ben, Anthonie and Francis	Frank A. Kendall		0.0	    0  	      0    
35686854	Herbs To Help You Heal: Volume II	Sylvia Aburto-Gill		0.0	    0  	      0    
22661916	Salvation from Despair	Errol E. Harris		0.0	    0  	      0    
17902213	The Attic Room	Perry Boling		4.0	    2  	      0    
19454917	Pokémon Adventures, Vol. 5	Hidenori Kusaka	English	4.45	    1374  	      27    
21239331	Billion Dollar Night	Sadie Koenig	English	5.0	    1  	      0    
24489939	A Walking Tour of Canton, Ohio	Doug Gelbert	English	0.0	    0  	      0    
27328136	Elements of Psychology: Included in a Critical Examination of Locke's Essay on the Human Understanding, and in Additional Pieces	Victor Cousin		0.0	    0  	      0    
25223055	Running Through the Wormhole	Kate Abbott		3.85	    13  	      4    
29464850	World Politics: Money, Wealth, and Global Power	Aref Naji Hassan		0.0	    0  	      0    
26641941	Aglaophamus	Christian August Lobeck		0.0	    0  	      0    
29375896	La Sophonisbe: Tragedie	Jean de Mairet		0.0	    0  	      0    
6632294	Scot On The Rocks: How I Survived My Ex-Boyfriend's Wedding With My Dignity Ever-So Slightly Intact	Brenda Janowitz		3.48	    2365  	      155    
29583689	What Shall We Do?	Leo Tolstoy		3.72	    133  	      9    
36399140	Patomas #3	Guido Martina	Spanish	3.0	    1  	      0    
28631486	Childrens Book: Amazing Facts & Pictures about Dinosaurs	Sandra Klaus		0.0	    0  	      0    
1359655	The Way of the Cross	Hans Urs von Balthasar	English	4.67	    3  	      0    
577894	Young Cam Jansen and the Spotted Cat Mystery	David A. Adler	English	3.72	    120  	      16    
18695855	Poetische Werke	Han Yü		0.0	    0  	      0    
15700874	Limeni bubanj	Günter Grass	Croatian	3.96	    31568  	      1373    
19037574	A Brief History of France	Cecil Jenkins	English	3.46	    209  	      38    
21924146	Genge & Lovibond Sailcloth Manufacturer of East Chinnock, Somerset County, England (Including Their Descendants	Marilyn Shaw-Guisset		0.0	    0  	      0    
25951712	Fear The Liberator: A Sci-Fi Novel	Mars Dorian	English	3.84	    31  	      15    
17870863	Strategic Ignorance: Why the Bush Administration Is Recklessly Destroying a Century of Environmental Progress	Carl Pope		3.71	    17  	      2    
13155977	Fodor's Maui 2013: with Molokai and Lanai	Fodor's Travel Publications Inc.	English	3.9	    100  	      9    
34712029	Sudoku Puzzle Book, 1,200 Puzzles - 300 Easy, 300 Medium, 300 Hard and 300 Extra Hard: Improve Your Game with This Four Level Book	Sudoku Puzzle Books		0.0	    0  	      0    
33697087	Katoli Ke Crkve U Hrvatskoj: Franjeva KI Samostan I Crkva Na Kaptolu, Crkva Gospe Trsatske	Wikipedia		0.0	    0  	      0    
7739250	Družiníci	Adam Andres	Czech	4.12	    25  	      0    
996319	Cassatt: A Retrospective	Nancy Mowell Mathews		0.0	    0  	      0    
35225562	Captain Mary	Mary Allen Converse	English	0.0	    0  	      1    
25059951	Merry Christmas, Strawberry Shortcake!	Mickie Matheis	English	3.45	    11  	      1    
22024965	ชาร์ลี โบน ตอน เสียงกระซิบจากภาพถ่าย	Jenny Nimmo	Thai	3.8	    34416  	      1668    
22013156	The Space Eagle; Operation Star Voyage	Jack Pearl	English	0.0	    0  	      0    
24718408	Das Sorgenkind des Kapitäns: Ein Schiff, die Liebe und das Meer	Laura Sternberg	English	0.0	    0  	      0    
27889402	Reading in a Second Language: Cognitive and Psycholinguistic Issues	Xi Chen		0.0	    0  	      0    
36144159	เพื่อรอยยิ้ม เมื่อสิ้นลม	สง่า ลือชาพัฒนพร	Thai	5.0	    1  	      0    
17381992	Kraya the Blood Shark	Adam Blade		4.18	    57  	      4    
19539243	Old Pals Act	James Pattinson	English	2.67	    3  	      1    
23013198	Partings	Stuart Aken	English	0.0	    0  	      1    
27782912	Phantasmagoria and Other Poems	Lewis Carroll	English	3.71	    703  	      50    
1534844	Sejarah Umat Manusia: Uraian Analitis, Kronologis, Naratif, dan Komparatif	Arnold Joseph Toynbee	Indonesian	3.94	    113  	      16    
20408117	Kin	Delta	English	0.0	    0  	      0    
30630257	Italienska Mat: De 200 bästa recepten från Pasta och Pizza Köket	Bernhard Long		0.0	    0  	      0    
20867314	Stereotype Oder Individuen? Rollenbilder in Den Medien	Christine Heinz		0.0	    0  	      0    
30513617	Secrets from Grandma's Kitchen	Gooseberry Patch		3.71	    7  	      2    
30346662	Max and the Truffle Pig	Judith G. Brown	English	4.0	    1  	      0    
22706149	Die Pastellkönigin	Micaela Jary	English	3.5	    2  	      0    
29329140	Dick Prescott's Second Year at West Point: Or, Finding the Glory of the Soldier's Life	H. Irving Hancock		4.0	    15  	      0    
298534	Merchandising Math: High Margin Returns for Retailers and Vendors	Meredith L. Paidar	English	0.0	    0  	      0    
21645250	Smutlets: Impure Thoughts: A Fist of Five in One	Lance Little		0.0	    0  	      0    
30947691	The Journal of the Royal Historical and Archaeological Association of Ireland	Royal Historical and Archaeological Asso		0.0	    0  	      0    
15325046	Bibliographic Guide to North American History: 1982	New York Public Library	English	0.0	    0  	      0    
6394044	Magnus	George Mackay Brown	English	4.06	    170  	      15    
7650635	Detective School Q Vol. 10	Seimaru Amagi	Indonesian	4.08	    103  	      1    
32497123	Nosferatu	Jim Shepard	English	3.58	    101  	      11    
25060374	Atletismo para niños: Ejercicios de iniciación	Antonio J. Monroy Antón	English	0.0	    0  	      0    
27566917	Second Helping Marissa Jones	Marissa Jones		5.0	    1  	      1    
33839640	The Women's Regiment - The Guns of Fort Jiar	Samuel Z. Jones	English	0.0	    0  	      0    
2961409	Early Muslim Architecture	K.A.C. Creswell	English	5.0	    2  	      0    
18153373	High School Graduation: K-12 Strategies That Work	Avis E Glaze		0.0	    0  	      0    
15392755	Acid Rain Curriculum	Mary L. Klinkhammer	English	0.0	    0  	      0    
8715174	Une Autre Avant-Garde: La Metaphysique, Le Retour a la Tradition Et La Recherche Religieuse Dans L'Oeuvre de Rene Daumal Et de Daniil Harms	Tetyana Ogarkova	English	0.0	    0  	      0    
36447273	Shadow Haven: Vol 1	Kathleen Ross		0.0	    0  	      0    
34080570	The Hacking	Jack Darby Boyce		0.0	    0  	      0    
35478663	Özdisiplinin Önemi: Alexander Graham Bell’in Öyküsü	Ann Donegan Johnson	Turkish	3.94	    35  	      0    
16533114	Canine and Feline Geriatric Oncology: Honoring the Human-Animal Bond	Alice Villalobos		2.67	    3  	      0    
7860335	Sword Blades and Poppy Seed	Amy Lowell		4.0	    38  	      6    
27092793	A Dozen Pair of Wedding Gloves	Hablot Knight Browne		0.0	    0  	      0    
30089652	Tempting A Texan	Carolyn Davidson	English	3.74	    68  	      3    
14559146	First Phonics Users Manual M to Z	Betty Ward Cain	English	0.0	    0  	      0    
35306732	The Freed Slaves of Ancient Rome	David Jones		0.0	    0  	      0    
34867623	The Women's Passover Companion: Women's Reflections on the Festival of Freedom	Sharon Cohen Ainsfeld		0.0	    0  	      0    
618808	Complete Stretching: A New Exercise Program for Health and Vitality	Maxine Tobias	English	4.07	    14  	      2    
18958117	Steaming Up Your Love Scenes: A How-To For Romance Writers And Others	Emma Holly	English	3.86	    29  	      3    
14831904	Ws V2 9e+srcs V2 7e+slaughterv2+bb	John P. McKay	English	0.0	    0  	      0    
20561189	Kleines Handbuch der Maße, Zahlen, Gewichte und der Zeitrechnung	Wolfgang Trapp	German	3.0	    2  	      0    
22165514	Scraps of Heaven	Arnold Zable		3.61	    23  	      2    
7489144	Ordeal by Innocence	Agatha Christie		3.77	    8450  	      499    
15002381	Master Body Language. Gordon Wainwright, Richard Thompson	Gordon R. Wainwright	English	2.0	    1  	      0    
7941109	Canteen: Great British Food	Cass Titcombe	English	3.75	    16  	      1    
4159736	Book Talk: Collaborative Response to Literature	Susan   Hill		0.0	    0  	      0    
23066556	Strategy Synthesis: Managing Strategy Paradoxes to Create Competitive Advantage	Bob de Wit		4.0	    2  	      1    
18912822	NIV Standard Lesson Commentary 2013-2014	Ronald L. Nickelson	English	5.0	    3  	      0    
27135358	Noah	Kelli Ann Morgan		0.0	    0  	      0    
18853152	Castle Mango, Vol. 2	Narise Konohara	English	4.14	    194  	      17    
10277016	The Cambridge Companion to Cricket	Anthony Bateman	English	3.75	    4  	      0    
28790384	Filosofia Theoretica	Jonathan Chimakonam	English	0.0	    0  	      0    
7937232	Unknown Book 7937232	Unknown Author 233		4.0	    1  	      0    
21530416	Biology Demystified	Dale Layman	English	4.5	    2  	      0    
26444817	Kismet an Arabian Knight in Three Acts	Edward Knoblauch		0.0	    0  	      0    
11550067	Between Past and Future: Six Exercises in Political Thought	Hannah Arendt	English	4.1	    820  	      32    
32843223	The Science of Getting Rich: Extra Large Print	Wallace D. Wattles		0.0	    0  	      0    
15384999	Western Society Volume B Seventh Edition with Perry Sources Volume Two and Atlas of Western Civilization Map Supplement	John P. McKay	English	0.0	    0  	      0    
36013491	MURDER MOST VILE: The crow knew the killer	Rose Sigut		0.0	    0  	      0    
20739533	Bligh: Master Mariner	Rob Mundle	English	4.34	    127  	      16    
4561171	1988  Ieee 5th International Symposium On Spread Spectrum Techniques And Applications: Spread Technology To Africa: Technical Program, Proceedings, September 2 4, 1998, Sun City, South Africa	Institute of Electrical and Electronics Engineers		0.0	    0  	      0    
30624553	Low Carb Keuken: 100 heerlijke low-carb recepten	Bernhard Long		0.0	    0  	      0    
20098699	Jesus the Maverick King	Wm. G. Justice	English	0.0	    0  	      0    
6925642	Spare Change	Robert B. Parker	English	3.78	    3038  	      235    
29975713	The Adoption Conspiracy	J.E. Sayles	English	5.0	    1  	      0    
18548059	For and Against the State	John T. Sanders		0.0	    0  	      0    
33878092	In His Kiss	Peggy L. Henderson	English	4.34	    71  	      13    
10600023	Poems; collected from notebooks	Arthur Mould Chapman Taylor	English	0.0	    0  	      0    
12851569	Saw You Never in the Twilight	Cecil Frances Alexander		0.0	    0  	      0    
27379384	Income Taxation; A Report to the Forty-Second Legislative Assembly	Montana Legislative Assembly Legislati		0.0	    0  	      0    
16357780	Shifter's Destiny	Anna Leonard		3.5	    112  	      21    
21400252	Prey	Kassanna	English	3.83	    343  	      35    
1418006	Introduction to Number Theory	William W. Adams III	English	3.0	    3  	      0    
27114652	Perth & the Big Sleep: And Other Essays	Greg Hoey		0.0	    0  	      0    
31181358	Chester Poets 4	Philip Higson	English	3.0	    1  	      0    
24767878	Vivre et travailler avec des personnalités difficiles : Les clés pour comprendre et savoir comment agir	Marie-José Lacroix	English	0.0	    0  	      0    
5679286	Villaggio vacanze	Franco Mimmi		0.0	    0  	      0    
15985913	Mariamne. Trauerspiel	Johann Christian Hallmann		3.0	    1  	      0    
17247729	Think Like a Scientist in the Gym	Christine Taylor-Butler		4.5	    2  	      0    
26419065	A Journey to Damascus, Vol. 2: Through Egypt, Nubia, Arabia and Palestine	Viscount Castlereagh		0.0	    0  	      0    
32852794	A Curse of the Heart	Adele Clee		3.85	    224  	      15    
730295	Přehled Bází Dat Využitelných V Knihovnách	Ales Brozek	English	0.0	    0  	      0    
25977892	Avengers Academy #27	Christos Gage	English	4.0	    2  	      0    
21741580	The Metatronic Chronicles: a minor inconvenience	Kathleen Esther		4.63	    8  	      4    
32808495	The Lone Ranger #10	Brett Matthews	English	0.0	    0  	      0    
30021702	Australian Writers	Desmond Byrne		3.0	    1  	      0    
227845	Marketing Today's Fashion	Carol Mueller	English	4.0	    1  	      0    
8149920	The Blackbirder	James L. Nelson	English	3.92	    218  	      14    
23396840	Mithridate	Jean Racine	French	3.57	    72  	      4    
23732685	Rubber Band Glam: A Rainbow of Dazzling Beaded Designs for Bracelets, Accessories, and More - Interactive! Includes QR codes to project videos!	Christina Friedrichsen-Truman		3.25	    4  	      2    
23566411	Bumerang	Ott Arder	Estonian	5.0	    3  	      0    
26206461	Tarnished	Erica Chilson	English	4.79	    38  	      20    
33139539	onnakaizokuboni-erosudenkarationnatatidatukan: kyuukyokunogojiyuusansyotuto	kurisakikouhei	English	0.0	    0  	      0    
4490171	Next Stop, Trinity Loop: More Chats, Stats And Snaps Of The Newfoundland Railway	Mont Lingard		0.0	    0  	      0    
16918587	Stop Acting Rich	Thomas J. Stanley		3.8	    1133  	      153    
29858041	Coleção Histórica Marvel - Quarteto Fantástico, Vol. 4	Stan Lee	Portuguese	0.0	    0  	      0    
33351237	Un Pa]lerinage Aux Ruines de Carthage Et Au MusaE Lavigerie	Delattre-A-L		0.0	    0  	      0    
9744658	First across the continent; the story of the exploring expedition of Lewis and Clark in 1803-4-5	Noah Brooks	English	3.74	    77  	      5    
26388824	My Journal:  Blank Lined Diary / Journal # 6	NOT A BOOK		0.0	    0  	      0    
26009842	A Parent's Guide to the Emergency Room	John Vonhof	English	0.0	    0  	      0    
7061475	The cross of honor	Annie Thomas		0.0	    0  	      0    
28929892	Know Her Name	Wryter X	English	0.0	    0  	      0    
833083	Religions of America	Leo Rosten	English	3.67	    72  	      9    
25912694	Medieval Robots: Mechanism, Magic, Nature, and Art	E.R. Truitt	English	4.08	    13  	      6    
32743942	Beyond the Spectrum	G.W. Boileau	English	4.38	    8  	      4    
18144125	The War Below: The Story of Three Submarines That Battled Japan	James     Scott	English	4.1	    425  	      63    
25828502	Marriage Between Friends: White Lace and Promises, Friends—And Then Some	Debbie Macomber		3.59	    239  	      32    
1069276	Shar-Pei	Tanya Ditto	English	4.25	    8  	      0    
16271228	The New Terrorism: The Nature of the War on Terrorism	Tori R. Carlile		0.0	    0  	      0    
4329857	Reactors On The Ring Of Fire: Implications For Indonesia's Nuclear Program	August Schlapfer		0.0	    0  	      0    
29938033	100 Days of Real Food: Fast  Fabulous: The Easy and Delicious Way to Cut Out Processed Food	Lisa Leake		4.27	    242  	      28    
18761656	Rupert Brooke: the Poetical Works	Rupert Brooke	English	3.77	    65  	      8    
11336691	Attimi fuggenti. Vita di Walt Whitman nei ricordi di un suo contemporaneo	Harrison S. Morris	Italian	0.0	    0  	      0    
677604	Jude the Obscure	Thomas Hardy	English	3.8	    50902  	      2360    
19130057	Marchen Aus Mallorca	Erzherzog Ludwig Salvator		0.0	    0  	      0    
13101665	Civility Matters: Anna Moves to the Big City	Martha Edgerton	English	0.0	    0  	      0    
30214925	Black Love	Sabrina Wise		0.0	    0  	      0    
4717083	Fuente Ovejuna	Lope de Vega	English	3.54	    4438  	      123    
30327758	Doomtalon: The Legend of Ayrfel	Daniel Hylton	English	4.33	    9  	      0    
30253918	Direito Previdenciário para concursos	Odonel Urbano Gonçalves	Portuguese	3.0	    1  	      0    
7666602	Interferenzen: Kunst aus Westberlin 1960-1990	Unknown	German	0.0	    0  	      0    
21032202	Hip and Knee Arthritis Surgery	Richard N. Villar	English	0.0	    0  	      0    
30180321	Massachusetts Book of the Dead: Graveyard Legends and Lore	Roxie J. Zwicker	English	4.0	    1  	      0    
7541541	Experimentation and Rapid Prototyping in Support of Counterterrorism	Committee on Experimentation and Rapid P	English	0.0	    0  	      0    
32274260	Emerging Perspectives on the Design, Use, and Evaluation of Mobile and Handheld Devices	Joanna Lumsden		0.0	    0  	      0    
16561844	White Eagle, Red Star: The Polish-Soviet War 1919-20	Norman Davies		4.07	    270  	      21    
4230054	Japan’s Economy in War and Reconstruction	Jerome B. Cohen	English	0.0	    0  	      0    
35374368	Teacher Journal: Awesome Gifts for Teachers	NOT A BOOK		0.0	    0  	      0    
25765835	Histoire des eaux thermales à La Réunion : Cilaos, Hell-Bourg, Mafate, Bras Cabot	Bernard-Alex Gaüzere	French	0.0	    0  	      0    
15299212	Bible for Today's Christian Woman	Anonymous	English	4.0	    1  	      0    
2412105	La duquesa	Jude Deveraux	Spanish	3.93	    6535  	      164    
18325910	Green Fees - Tales of Barndem Country Club	Brian Alford		0.0	    0  	      0    
15979775	Κάτι κολασμένο έρχεται προς τα δω	Ray Bradbury	Greek, Modern (1453-)	3.95	    73528  	      4702    
36175686	Alzheimer's Oxygen Treatment	Chase Watson		0.0	    0  	      0    
26914960	The Economics of Anarchy: A Study of the Industrial Type	Dyer Daniel Lum		0.0	    0  	      0    
21787456	Bloomed	Damien W. Green		0.0	    0  	      0    
19255816	西方社会思想史	于海	English	0.0	    0  	      0    
31687745	Money Affair	Marilyn Rae	English	0.0	    0  	      0    
35453232	The Works of Aristotle, Volume 5	Aristotle	English	0.0	    0  	      0    
2144615	Motor Assessment of the Developing Infant	Martha Piper	English	3.8	    5  	      2    
15266882	Professions and the Modern State	Robert Dingwall	English	0.0	    0  	      0    
16004685	مطلع النور أو طوالع البعثة المحمدية	عباس محمود العقاد	Arabic	3.68	    59  	      10    
16023945	Verrassend aantrekkelijk	Abby Green	Dutch	3.64	    482  	      46    
22921107	Karmea totuus suklaasta	Alan MacDonald	Finnish	3.92	    105  	      9    
27647716	Honey to My Sauce	Denise N Fyffe		5.0	    1  	      0    
15149347	How to Buy a Franchise That's Right for You	Steve Raab	English	0.0	    0  	      0    
28695842	The Wine Journal	Jennifer McCartney		3.0	    2  	      1    
7990011	Archvillain	Barry Lyga	English	3.46	    340  	      66    
25236386	grande duchesse de Gerolstein, La	H. Meilhac	English	0.0	    0  	      0    
22475789	Sterben und sterben lassen	Georg Haderer	German	4.13	    8  	      0    
27294295	Television Series of the 1950s: Essential Facts and Quirky Details	Vincent Terrace		2.0	    2  	      1    
34585391	Geometric Designs 2 - Adult Coloring Book: Coloring for Stress Relief and Relaxation	Violet Whitehall		0.0	    0  	      0    
4235912	Zhongguo Wen Hua Dui Ou Zhou De Ying Xiang	Ning Wang		0.0	    0  	      0    
10041950	Sergei Eisenstein	Ronald Bergan	English	3.67	    27  	      1    
10736164	The Power of Six	Philip Harland	English	4.38	    8  	      2    
19496424	White Guys: A Novel	Anthony Giardina	English	4.67	    3  	      1    
25690988	The Dance of Creation	James Boulden	English	0.0	    0  	      0    
15040718	National Foreclosure Awareness: A Consumer's Guide to the Facts of Foreclosure	Tia M. Selner-Monday	English	0.0	    0  	      0    
26514217	Northstar Listening & Speaking 2, Domestic W/O Mel	Robin L Mills		0.0	    0  	      0    
128552	Clanbook: Gangrel	Brad Freeman	English	3.4	    101  	      0    
24210879	Princess Ellie's Summer Holiday: Pony-Mad Princess	Diana Kimpton	English	0.0	    0  	      0    
23363192	Taxation: A Very Short Introduction	Stephen Smith	English	3.58	    19  	      5    
20578335	Fueled	K. Bromberg	English	4.51	    40995  	      2801    
23442069	L'Historien l'Archiviste et le Magnétophone	Florence Descamps		0.0	    0  	      0    
33098670	Creating Calm in the Center of Crazy: Making Room for Your Soul in an Overcrowded Life	Nicole Johnson		3.64	    22  	      12    
4060960	A Life Of John Hampden, The Patriot	John Adair	English	0.0	    0  	      0    
36274929	I Wanna Love Somebody 3: The Finale	Nique Luarks		4.68	    31  	      8    
468692	The Devil Dog Road by Mr. Mo: Masturbation and Pornography- Overcoming Sexual Addiction	Barnabus Fuller	English	0.0	    0  	      0    
3202765	Wishes	Norma Jackson		0.0	    0  	      0    
22329909	Code Red in the Boardroom: Crisis Management as Organizational DNA	W. Timothy Coombs		4.25	    4  	      0    
32631571	Some Memoirs of the Life of John Roberts	Daniel 1658-1727 Roberts		0.0	    0  	      0    
13560294	Brain Insights:  Help Me Thrive While I'm Five	Brain Insights		0.0	    0  	      0    
11858484	好きになっちゃいけない人	C.J. Michalski	Japanese	3.88	    8  	      0    
32999686	StormBreathers Season 1: Episode 2	A.J. Sky	English	5.0	    3  	      1    
32736937	Invisible Planets: Collected Fiction	Hannu Rajaniemi	English	3.92	    427  	      99    
31210242	Consumidos por la pasión	Julie Leto	Spanish	3.34	    35  	      2    
18219706	Memorias de un carrero patagónico	Asencio Abeijón	Spanish	5.0	    1  	      0    
19957186	Telemarketing Success for The Small to Mid Size Firm	Tony Wilkins	English	0.0	    0  	      0    
22825005	Glitterwolf: Issue Six: Fiction, Poetry, Art and Photography by LGBT Contributors	Matt Cresswell	English	3.0	    1  	      0    
25339611	Ethnographies of Breastfeeding: Cultural Contexts and Confrontations	Tanya Cassidy (Editor)	English	0.0	    0  	      0    
33661997	Fortini: leggere e scrivere	Franco Fortini	Italian	5.0	    1  	      1    
26754715	A Little Philosophy of Life	Robert Jones Burdette		0.0	    0  	      0    
24604854	Netværkssamfundet - jeg er på altså er jeg	Victor Bjørnstrup	Danish	4.0	    1  	      0    
33433084	Cantones de Francia: Cantones de Aisne, Cantones de Alta Saboya, Cantones de Alto Garona, Cantones de Alto Rin, Cantones de Alto Saona	Fuente Wikipedia		0.0	    0  	      0    
30978503	Планът на нашествениците	L. Ron Hubbard	Bulgarian	3.4	    2596  	      140    
29503665	Game of Steel	Aphrodisiac Publishing	English	3.63	    8  	      2    
4226454	Socialismo de Mercado: Ensayo Sobre Un Paradigma Posmoderno	Alberto Benegas Lynch	English	4.0	    1  	      0    
20321549	Rzeka tajemnic	Amanda Quick	Polish	3.85	    5470  	      254    
27739551	Color New York City - Volume 1 - Wandering Tourist: A Coloring Book for All Ages	C.J. Hughes		3.33	    3  	      0    
18668305	Field Guide to Grasses of California	James Payne Smith Jr.		4.5	    2  	      0    
28251241	Ceremony	Leslie Marmon Silko	English	3.74	    13792  	      1036    
35988401	Back to the Gulf of Mexico: A Sequel to Alone in the Gulf of Mexico	Al Santini		0.0	    0  	      0    
22875908	Karma's A Bitch......Sometimes	Jason A. Joseph		4.14	    7  	      4    
133232	''A Voyage on the North Sea'': Art in the Age of the Post-Medium Condition	Rosalind E. Krauss	English	3.91	    68  	      5    
35434198	예언적 획기적인 기도	Dr. Glory Adeola		0.0	    0  	      0    
34885065	A Writer's Mic: A world view through the eyes of a poet	DeAndra Simmons		0.0	    0  	      0    
9712046	The Microcredit Programme Of Opp Orangi Charitable Trust	Aquila Ismail	English	0.0	    0  	      0    
16236995	The Effect of Communication on Couples' Relationship and Happiness	Tamila Mostamandy		0.0	    0  	      0    
18206769	Nakts Peldētaja	Amanda Aizpuriete		4.63	    8  	      0    
21120025	Modern Masquerade	Tanya Allan	English	4.63	    8  	      1    
34095555	When Elves Attack: A Serge Storms Adventure Special	Tim Dorsey		3.8	    1895  	      258    
24013290	The Oedipus Plays of Sophocles	Sophocles		3.96	    51307  	      1197    
7422139	Original Journals of the Lewis & Clark Expedition V I: Parts 1 & 2,	Reuben Gold Thwaites	English	3.5	    2  	      0    
1111929	A Circle of Children	Mary MacCracken	English	4.26	    406  	      23    
17813516	Gabe Auf Der Spur, Der: Eine Soziologische Untersuchung Zu Gabe Und Geschenk Im Gesellschaftlichen Kontext	Elba Maria Frank		0.0	    0  	      0    
12886962	Asymmetric Warfare for Entrepreneurs	Luan Hanratty	English	3.8	    5  	      2    
27982783	The Lausanne Legacy: Landmarks in Global Mission	Julia  Cameron		5.0	    1  	      0    
29023458	Broke of Covenden	John Collis Snaith		0.0	    0  	      0    
17466029	Prisionera del deseo	Jennifer Blake	Spanish	3.62	    298  	      19    
1430395	Theodore Roszak: Paintings And Drawings From The Thirties	Douglas Dreishpoon		0.0	    0  	      0    
36100639	Aiding the Bear	Jasmine B. Waters	English	3.33	    6  	      1    
28710073	Journal of Morphology, Volume 17	Wistar Institute of Anatomy and Biology		0.0	    0  	      0    
1937323	The Lady in the Lake	Raymond Chandler	English	4.06	    13547  	      718    
30262553	Pete's Dragon: The Lost Years	Elizabeth Rudnick		3.48	    29  	      10    
17959508	100 Facts about the Reversal: Harry Bosch, Book 16 That Even the CIA Doesn't Know	Anna Young		0.0	    0  	      0    
2681539	A Deep Song of Desire: A Story of Love in the Spanish Civil War	John Scurr		0.0	    0  	      0    
23180122	Le Web Amazing	David Theodore		0.0	    0  	      0    
35366728	Dot Grid Journal: Fine Art Abstract 9: Abstract Fine Art Photograph Dot Grid Journal	Jeff Lucas		0.0	    0  	      0    
2495761	Smith and Hogan Criminal Law  10 Edition	J.C.  Smith		3.86	    7  	      0    
30747227	Recollections of The Civil War: With Many original Diary Entries and Letters Written from the Seat of War, and with Annotated References	Mason Whiting Tyler	English	0.0	    0  	      0    
21106963	The Poetic Justice of Lee James Blunt	Lee James Blunt	English	0.0	    0  	      0    
35027735	Monogram "M" Grid Sketchbook	NOT A BOOK		0.0	    0  	      0    
30287935	The NIGHT. Erotischer Roman	Bärbel Muschiol	English	5.0	    2  	      2    
35877347	Serie Francaise No. I; Les Oeuvres de Guiot de Provins, Po?te Lyrique Et Satirique	John Orr		0.0	    0  	      0    
27033882	Le Petit Vieux Des Batignolles	Émile Gaboriau		3.38	    42  	      4    
11953066	Paixão Escura	Gena Showalter	Portuguese	4.37	    34618  	      1193    
24363750	Sirius Loss: a Star Lost, a New Future	Tim Edwards	English	4.11	    9  	      5    
36148745	Gay: Slam Dunk	Skyler Rothwell		3.0	    1  	      0    
15915045	Multicellular Animals: A New Approach to the Phylogenetic Order in Nature Volume 1	Peter Ax	English	0.0	    0  	      0    
1996768	A Very Short, Fairly Interesting and Reasonably Cheap Book about Qualitative Research	David  Silverman	English	3.68	    28  	      2    
14320589	Love and Honour and the Siege of Rhodes	William Davenant	English	2.0	    1  	      0    
1544720	The Legend Of Krishna	Nigel Frith	English	3.58	    12  	      3    
24187447	Basic English Grammar Student Book	Betty Schrampfer Azar	English	0.0	    0  	      0    
3760320	Spirituality and Chemical Dependency	Robert J. Kus	English	0.0	    0  	      0    
25099362	The Ritter of Tumor	Pete Heathmoor	English	0.0	    0  	      0    
15131407	Polska - Unia Europejska	Konstanty A. Wojtaszczyk	Polish	0.0	    0  	      0    
319547	I, Grace Note	Julie Schwartzman	English	5.0	    1  	      1    
2848225	A Victorian Floral Alphabet: In Cross Stitch, Canvaswork, and Crewel Embroidery	Sue Hawkins	English	4.1	    10  	      3    
30198191	Monsieur le Vent et Madame la Pluie	Paul de Musset	French	3.57	    14  	      2    
17084191	From Victim to Victory	Gary Schulz		0.0	    0  	      0    
30900294	శ్రీ శ్రీ మరికొన్ని కవితలు	శ్రీ శ్రీ		5.0	    1  	      0    
1901554	Historic Towns of Texas: Houston, Texana, Helena, Egypt, East Columbia, West Columbia, Matagorda	Joe Tom Davis	English	4.0	    2  	      1    
15546373	Violin Series	Royal Conservatory of Music	English	0.0	    0  	      0    
26146306	The Romani Book of Words	Peter Norton	English	3.0	    1  	      0    
